lemma,pos,semantic_relationship,sense_source,sense_target
Handschrift,noun,exact,spezielle Ausprägung der handgeschrieben Schrift einer bestimmten Person,Die für einen Menschen charakteristische Schrift.
Handschrift,noun,narrower,"meist altes, aus der Zeit vor der Erfindung des Buchdrucks stammendes, mit der Hand geschriebenes Dokument",Ein von Hand geschriebenes Werk.
Heim,noun,related,"Daheim, Wohnung, Zuhause","Eine Umgebung, die Zuneigung und Sicherheit bietet."
Heim,noun,related,"gewohnte Umgebung, Heimatland, Heimatort","Eine Umgebung, die Zuneigung und Sicherheit bietet."
Heim,noun,broader,"Unterkunft für einen bestimmten Personenkreis, zum Beispiel Senioren oder Kinder","Institution, in der verwaiste Kinder leben und erzogen werden."
Heimat,noun,narrower,"Ort, Gegend oder Land, wo jemand aufgewachsen ist, wo man sich wohl fühlt","Gegend, in der man zu Hause ist und sich heimisch und wohl fühlt meistens, aber nicht unbedingt, die Gegend, in der man aufgewachsen ist."
Heimat,noun,related,"Ort, Gegend oder Land, woher etwas stammt, wo etwas seinen Ursprung hat","Der Ort, an dem etwas begann und aufblühte."
Held,noun,broader,"jemand, der sich besonders mutig oder erfolgreich für andere oder für eine Sache einsetzt oder bei einem Einsatz umkommt","Ein durch Mut, Adel und Stärke ausgezeichneter Mann."
Held,noun,broader,"jemand, der sich besonders mutig oder erfolgreich für andere oder für eine Sache einsetzt oder bei einem Einsatz umkommt","Ein Wesen von großer Stärke und Mut, zelebriert für tapfere Heldentaten oft der Abkömmling eines Sterblichen und eine Gottheit."
Herr,noun,exact,höfliche Bezeichnung für einen Mann,Höfliche Bezeichnung für einen Mann.
Herr,noun,broader,Anrede für einen Mann,Höfliche Bezeichnung für einen Mann.
Herr,noun,narrower,"andere Bezeichnung für den jüdisch-christlichen Gott, im Neuen Testament oft auch für Jesus","Das höchste Wesen, der Schöpfer und der Geist wegen dem und in dem alles ist, wie er von Monotheisten, meist Christen und Juden, genannt wird."
Herzschlag,noun,exact,Herzinfarkt,"Das plötzliche Auftreten einer koronaren Thrombose, die das Herz von der Blutversorgung abschneidet und zum Absterben von Teilen des Herzmuskels führt."
Herzschlag,noun,exact,Kontraktion der Herzmuskulatur; der Schlag des Herzens,Das rhythmische Pulsieren des Herzens.
Hiatus,noun,broader,"Öffnung, Spalt",Eine natürliche Öffnung oder Perforation in einem Knochen oder einer Membranstruktur.
Hiatus,noun,broader,"Öffnung, Spalt",Eine Lücke in geologischen Schichten.
Hiatus,noun,exact,das Zusammentreffen zweier Vokale am Ende des einen und am Anfang des folgenden Wortes oder Wortteils,Das Zusammentreffen zweier Vokale am Ende des einen und am Anfang des folgenden Wortes oder Wortteils.
Hiatus,noun,narrower,zeitliche Lücke bei der Ablagerung von Gesteinen,Eine Lücke in geologischen Schichten.
Himmel,noun,broader,"Luftraum, Gewölbe über der Erde","Der Teil der Erdatmosphäre und des Weltraums, der von der Erdoberfläche aus sichtbar ist. Tagsüber wird er als blau wahrgenommen, nachts als schwarz."
Himmel,noun,broader,der Kosmos,"Der Teil der Erdatmosphäre und des Weltraums, der von der Erdoberfläche aus sichtbar ist. Tagsüber wird er als blau wahrgenommen, nachts als schwarz."
Holzschnitt,noun,narrower,"Hochdruckverfahren, bei dem mit verschiedenen Werkzeugen – etwa Grabstichel, Geißfuß, Konturenmesser und Hohleisen – aus einer entlang der Fasern geschnittenen Holzplatte die nicht druckenden Teile entfernt werden, um dann die erhabenen Bereiche einfärben|einzufärben und abdrucken|abzudrucken",Kunsttechnik bei der Bilder in Holz geschnitten und Drucke davon erzeugt werden.
Holzschnitt,noun,exact,mittels der unter 1 beschriebenen Technik angefertigtes bedrucktes Blatt,"Druck, der mit der Holzschnittechnik hergestellt wurde."
Hort,noun,broader,"(vor allem aus Gold beziehungsweise goldenen Gegenständen zusammengesetzter) Schatz::a etwas (Ort, Institution und so weiter) oder jemand, das/der einer bedürftigen, schwachen Person, einem geistigen Gut oder dergleichen einen besonderen Schutz zuteilwerden lässt <<subdef marker for testing>>","Sammelbegriff für Einrichtungen der Betreuung von Kindern außerhalb der Familien, meist mit Ausnahme der Schule, des Internats und des Kinderheims."
Hort,noun,narrower,"in einem Gebäude/Heim befindliche Einrichtung, in dem schulpflichtige Kinder im Grundschulalter außerhalb der regulären Unterrichtsstunden betreut werden","Eine ergänzende Einrichtung zur Schule, in der Kinder nach dem Schulbesuch pädagogisch betreut werden."
Hort,noun,narrower,"in einem Gebäude/Heim befindliche Einrichtung, in dem schulpflichtige Kinder im Grundschulalter außerhalb der regulären Unterrichtsstunden betreut werden","Sammelbegriff für Einrichtungen der Betreuung von Kindern außerhalb der Familien, meist mit Ausnahme der Schule, des Internats und des Kinderheims."
Huhn,noun,broader,das Haushuhn,"Domestizierter Vogel aus der Ordnung der Galliformes, der oft zum späteren Schlachten gehalten wird (Gallus gallus domesticus)."
Huhn,noun,narrower,weiblich|weibliches Haushuhn,"Domestizierter Vogel aus der Ordnung der Galliformes, der oft zum späteren Schlachten gehalten wird (Gallus gallus domesticus)."
Huhn,noun,exact,Fleisch von,Das Fleisch des Haushuhns (Gallus gallus domesticus).
Huhn,noun,related,kurz für verschiedene Hühnervogel|Hühnervögel (Ordnung Galliformes) mit  im Namen,"Domestizierter Vogel aus der Ordnung der Galliformes, der oft zum späteren Schlachten gehalten wird (Gallus gallus domesticus)."
Huhn,noun,narrower,"für die Familie Phasianidae, zu der das Haushuhn gehört","Domestizierter Vogel aus der Ordnung der Galliformes, der oft zum späteren Schlachten gehalten wird (Gallus gallus domesticus)."
Hypoxie,noun,exact,Sauerstoffmangel im Körpergewebe,Als Hypoxie bezeichnet man einen Sauerstoffmangel im arteriellen Blut oder im Gewebe von Organismen.
Hypoxie,noun,exact,das Leben aquatischer Lebewesen beeinträchtigender Mangel an gelöstem Sauerstoff in Gewässern,"Hypoxie liegt vor, wenn die Konzentration gelösten Sauerstoffs in Gewässern so reduziert ist, dass die aquatischen Lebewesen beeinträchtigt sind."
Idol,noun,related,Gegenstand der (übermäßigen) Verehrung,Die Darstellung einer Gottheit als Statue oder Statuette.
Idol,noun,related,"eine Person, die in der Öffentlichkeit steht und von vielen Leuten bewundert wird","Eine Person, die als ein positives Beispiel für ein Verhalten dient, besonders in einem bestimmen Feld."
Induktion,noun,exact,Erzeugung einer elektrischen Spannung in einem Leiter mittels veränderlicher Magnetfelder,"Ein elektrisches Phänomen, bei dem eine elektromotorische Kraft (EMK) in einem geschlossenen Stromkreis durch Wechsel des Stromflusses erzeugt wird."
Induktion,noun,exact,Folgern vom Speziellen auf das Allgemeine,Schlussfolgerung vom Speziellen auf das Allgemeine.
Instrument,noun,narrower,"feines, kompliziertes Werkzeug; Gerät für wissenschaftliche Messungen oder Untersuchungen","Eine mechanische Vorrichtung, die dafür vorgesehen ist, eine Aufgabe durchzuführen."
Instrument,noun,exact,Gerät zum Musizieren,"Ein Gerät, das zum Zweck der Erzeugung von Musik konstruiert oder modifiziert wurde."
Internat,noun,narrower,"eine, meist private, Schule, bei der ein Teil der Schüler oder alle Schüler in Wohngebäuden der Schule ganz oder zeitweise wohnen und von Betreuern betreut werden","Schule, in der die Schüler während des Schuljahres wohnen."
Internat,noun,related,"eine, meist private, Schule, bei der ein Teil der Schüler oder alle Schüler in Wohngebäuden der Schule ganz oder zeitweise wohnen und von Betreuern betreut werden","An Lehranstalt angeschlossenes Heim, in dem Schüler oder Studenten untergebracht und versorgt werden können."
Internat,noun,broader,betreutes Wohnen für Schüler in Kooperation mit einer privaten oder staatlichen Schule,"Schule, in der die Schüler während des Schuljahres wohnen."
Internat,noun,broader,betreutes Wohnen für Schüler in Kooperation mit einer privaten oder staatlichen Schule,"An Lehranstalt angeschlossenes Heim, in dem Schüler oder Studenten untergebracht und versorgt werden können."
Job,noun,related,"Arbeitsplatz, Stellung (Anstellung) für eine (vorübergehende) einträgliche Beschäftigung zum Zweck des Gelderwerbs","Produktive Aktivität, Dienstleistung, Gewerbe oder Handwerk, für das man regelmäßig bezahlt wird."
Job,noun,broader,Arbeit oder berufliche Tätigkeit,"Produktive Aktivität, Dienstleistung, Gewerbe oder Handwerk, für das man regelmäßig bezahlt wird."
Jungfrau,noun,exact,"eine weibliche Person, die noch nie Geschlechtsverkehr hatte","Frau, die noch keinen Geschlechtsverkehr gehabt hat."
Jungfrau,noun,narrower,"eine unverheiratete, junge Frau, die später auch Fräulein genannt wurde",Eine unverheiratete Frau.
Junggeselle,noun,exact,unverheirateter Mann,Ein unverheirateter Mann.
Junggeselle,noun,narrower,unverheirateter Mann,"Person, die nicht verheiratet und nicht in einer Beziehung ist."
Kölsch,noun,broader,obergärige Biersorte,"Ein Bier, das exklusiv in der deutschen Stadt Köln und deren Umgebung gebraut wird."
Kölsch,noun,exact,Begriff für die Kölner Mundart (auch Kölnisch genannt),Die Sprache der Bewohner der Stadt Köln in Deutschland und einiger Orte in der unmittelbaren Umgebung.
Königin,noun,narrower,nach der Kaiserin höchste monarchische Würdenträgerin eines Staates (Königreichs),Eine weibliche Herrscherin.
Königin,noun,related,"veraltete, weniger übliche Bezeichnung für die Dame, die mächtigste Figur beim Schach","Die (meist) stärkste Figur im Schachspiel, welche schräg und gerade beliebig viele Felder weit ziehen kann."
Körper,noun,broader,Organismus eines Lebewesens in seiner Gesamtheit,"Die anfassbare, dingliche Struktur eines Menschen oder Tieres."
Körper,noun,narrower,der Rumpf,"Die anfassbare, dingliche Struktur eines Menschen oder Tieres."
Körper,noun,narrower,räumlich festes Objekt von gewisser Schwere (Gewicht),"Ein unterscheidbares Objekt mit festen Proportionen (in Begriffen der klassischen Physik), wie Masse und (Rotations)geschwindigkeit."
Körper,noun,narrower,"abgegrenzter beziehungsweise abgeschlossener Raumbereich mit fester, flüssiger oder gasförmiger Masse","Ein unterscheidbares Objekt mit festen Proportionen (in Begriffen der klassischen Physik), wie Masse und (Rotations)geschwindigkeit."
Küche,noun,exact,"der Bereich oder Raum in Wohnungen, Bürogebäuden, Unterkunft|Unterkünften, in dem gekocht wird","Raum, in dem Speisen zubereitet und gekocht werden."
Küche,noun,narrower,die Kochkunst und die Art und Weise des Kochens im Allgemeinen und in bestimmten Regionen oder von bestimmten Personen oder Personengruppen,"Ein Zusammenstellung von Kochtraditionen und -techniken, oft im Zusammenhang mit einer bestimmten Kultur."
Küken,noun,exact,frisch geschlüpfter Vogel,"Ein Neugeborenes von Tieren, die sich in Eiern entwickeln."
Küken,noun,narrower,ein frisch geschlüpftes Huhn,"Ein Neugeborenes von Tieren, die sich in Eiern entwickeln."
Kürzel,noun,exact,eine Abkürzung von einer Silbe oder einem oder mehreren Wörtern,Die gegenüber der ursprünglichen Länge verkürzte Darstellungsform eines Wortes oder einer Wortgruppe.
Kalifat,noun,related,"islamische Regierungsform, deren Oberhaupt ein Kalif ist","Die Epoche des islamischen Einflusses vom Tode Mohammeds bis zum 13. Jahrhundert manche Muslime sind immer noch überzeugt, das die muslimische Welt ständig einen Kalifen als Oberhaupt der Gemeinschaft haben muss."
Kalifat,noun,exact,"ein islamisches Reich, dessen Oberhaupt ein Kalif ist",Der territoriale Zuständigkeitsbereich eines Kalifen.
Kalifat,noun,exact,Amt oder Amtszeit eines Kalifen,Das Amt eines Kalifen.
Kammerjäger,noun,narrower,"Humorvolle Bezeichnung für den Schädlingsbekämpfer oder Desinfektor, der Ungeziefer in Häusern vernichtet und beseitigt.","Person oder Betrieb, der auf die Bekämpfung von Schädlingen, Insekten etc. spezialisiert ist."
Kammerjäger,noun,broader,"Humorvolle Bezeichnung für den Schädlingsbekämpfer oder Desinfektor, der Ungeziefer in Häusern vernichtet und beseitigt.","Jemand, der Ratten fängt insbesondere jemand der dies berufsmäßig tut."
Kampagne,noun,broader,"Aktion für oder gegen etwas oder jemanden, meist kurzzeitig",Das Einsetzen für eine moralische oder soziale Sache.
Kampagne,noun,related,"Phase, in der eine bestimmte Aktivität intensiv betrieben wird",Eine Reihe von Arbeitsgängen durchführen um ein gesetztes Ziel zu erreichen.
Kapazität,noun,broader,Fähigkeit Ladungen aufzunehmen,Maß für die elektrische Ladung die ein Objekt bei gegebenem elektrischen Potential speichern kann
Kapazität,noun,broader,"Leistungsvermögen, Produktivität","Ein Maß für die Geschwindigkeit (Datenmenge), die über eine Internetverbindung gesendet werden kann. Je höher die Bandweite, desto schneller die Verbindung."
Kapitalist,noun,exact,"Person, die über Kapital (nennenswerte finanzielle und/oder Produktionsmittel) verfügt",Besitzer einer beträchtlichen Menge an Kapital.
Kapitalist,noun,exact,Anhänger des Kapitalismus,Anhänger des Kapitalismus.
Kaufkraft,noun,broader,"Zahlungsfähigkeit der Bevölkerung/eines Wirtschaftsteilnehmers, beschrieben durch das zum Zwecke des Konsums verfügbare Einkommen",Das für Konsumzwecke verfügbare Einkommen der Privathaushalte.
Kaufkraft,noun,exact,"der Wert einer Währung, ausgedrückt als Gütermenge, die einem bestimmten Betrag entspricht","Der Wert einer Währung gemessen an der Menge von Gütern, die damit gekauft werden können."
Kegel,noun,exact,"Körper mit Kreisscheibe als Basis, in einer Spitze auslaufend","Dreidimensionale Figur mit kreisförmiger Grundfläche, deren Mantelfläche auf einen Punkt zuläuft"
Kegel,noun,broader,"beim Kegelspiel benutzter, flaschenähnlich geformter Gegenstand","Ein Gegenstand, der am Ende einer Bowlingbahn aufgestellt wird, um dann möglichst mit der Bowlingkugel getroffen und umgeworfen zu werden."
Kiefer,noun,exact,"Nadelbaum der Gattung , Kiefer oder Föhre)",Immergrüner Nadelbaum der Gattung Pinus
Kiefer,noun,exact,Holz aus 1,Das Holz der Kiefer.
Kirschblüte,noun,narrower,eine einzelne Blüte eines Kirsche|Kirschbaumes,Die Blüte des Kirschbaums.
Kirschblüte,noun,exact,"die Zeit, in der die Kirschbäume blühen","Die Zeit, in der die Kirschbäume blühen."
Kirschblüte,noun,narrower,die Kirschblüte des japanischen Kirschbaumes als wichtiger Bestandteil der Kultur Japans und Symbol der Schönheit und Vergänglichkeit,Die Blüte des Kirschbaums.
Kirsche,noun,narrower,Steinfrucht; Frucht des Kirschbaums,"Kleine Frucht, von gewöhnlich roter, schwarzer oder gelber Farbe mit glatten, harten Samen und einem kurzen festen Stiel."
Kirsche,noun,exact,Holz von 2,Das Holz des Kirschbaums.
Klage,noun,broader,"sprachlich gefasste Äußerung unlustvoller Gefühle von Schmerz, Leid oder Trauer, etwa über den Tod eines Menschen","Ein Ausdruck des Kummers, des Ärgers oder des Missvergnügens."
Klage,noun,broader,"sprachlich gefasste Äußerung unlustvoller Gefühle von Enttäuschung, Unzufriedenheit, Ärger oder Ressentiment, mit Implikationen von Kritik oder Schelte","Ein Ausdruck des Kummers, des Ärgers oder des Missvergnügens."
Klage,noun,exact,"ein Antrag an ein Gericht, über einen Rechtsstreit zu entscheiden","Vorgehen, welches dazu führen soll, dass ein Richter eine Entscheidung fällt."
Kniff,noun,broader,bestimmte Vorgehensweise,Ein irreführendes Manöver (insbesondere um Gefangennahme zu vermeiden).
Kniff,noun,broader,bestimmte Vorgehensweise,"Ein ausgefeilter oder hinterlistiger Plan, der entworfen wurde um zu täuschen oder auszuweichen."
Kniff,noun,broader,"bestimmte Vorgehensweise:geschickte, kunstfertige Vorgehensweise zur Lösung eines Problems <<subdef marker for testing>>",Ein irreführendes Manöver (insbesondere um Gefangennahme zu vermeiden).
Kniff,noun,broader,bestimmte Vorgehensweise:unehrliche Vorgehensweise zum eigenen Vorteil; kleine Betrügerei <<subdef marker for testing>>,"Ein ausgefeilter oder hinterlistiger Plan, der entworfen wurde um zu täuschen oder auszuweichen."
Knochen,noun,exact,Teil des Skeletts der Wirbeltiere,Teil eines aus Knochengewebe bestehenden Endoskeletts.
Knochen,noun,exact,"das Material, aus dem 1 ist","Ein Material, das zum größten Teil aus Kalziumphosphat und Kollagen besteht und aus dem das Skelett der meisten Wirbeltiere besteht."
Knopf,noun,narrower,"Gegenstand, der durch das durchstecken|Stecken durch ein Knopfloch ein Kleidungsstück verschließt",Ein mechanisches Gerät das mit den Fingern betätigt wird um entweder einen elektrischen Schaltkreis zu öffnen oder zu schließen oder um einen mechanischen Mechanismus zu aktivieren.
