lemma,pos,sense_source,sense_target,semantic_relationship
vet,noun,"B.9 Een met of uit de onder A) genoemde bereide stof, of een van de hieronder (10, a))) nader omschreven substanties, dan wel een daarop gelijkende, gebezigd voor technische doeleinden, bepaaldelijk als smeermiddel (de huidige smeeroliën zijn geen vetten in scheikundigen zin).","2.0 stof met een vetachtige consistentie op basis van olie of op basis van plantaardige en dierlijke oliën en vetten, gebruikt om iets in te vetten of te smeren; smeermidel; smeervet",exact
vet,noun,"1) Oude en gewest. naam voor de veldsla, vermoedelijk als verkorting van vettik (zie ald.). Plaatselijk komt ook vetjes voor (HEUKELS 269 a [Gorkum, 1907]).",5.0 plant met langwerpige of meer ronde tongvormige blaadjes die wordt gekweekt als bladgroente; veldsla,exact
zwemmen,verb,"1 Zich door het maken van bepaalde regelmatige bewegingen met armen en beenen of, in het geval van dieren, met pooten of andere ledematen in water of een andere vloeistof voortbewegen.",1.0 zich door bepaalde geordende lichaamsbewegingen in het water drijvend houden en voortbewegen; soms ook: zich voortbewegen in een andere vloeistof dan water,exact
zwemmen,verb,6 (Fig.) Zich in de lucht voortbewegen of ophouden; zweven.,1.4 zich door de lucht verspreiden; door de lucht drijven,exact
dutten,verb,"7 Voor korten tijd slapen, slapen buiten de gewone nachtrust. Thans het gewone gebruik.",1.0 een kort en licht slaapje doen buiten de periode van de gewone nachtrust,exact
blij,adjective,"1 Vroolijk, opgewekt, zelfs eenigszins uitgelaten.",1.0 in opgewekte stemming verkerend; vrolijk; opgewekt; ook: enigszins uitgelaten,exact
blij,adjective,"3 Verheugd, tevreden, voldaan, t.w. door eene bepaalde oorzaak, om eene bepaalde reden. Dikwijls in zeer zwakke opvatting.",3.0 tevreden met iets of iemand; verheugd over iets of iemand; content; tevreden; verheugd,exact
blij,adjective,"4 Van al wat als eene uiting is te beschouwen. Blijk gevende van opgewektheid, van vreugde, van voldaanheid.",4.0 blijk gevend van blijheid of tevredenheid,exact
blij,adjective,"7 Van hetgeen iemand verheugt: verblijdend, heuglijk.",6.0 wat blij maakt; gepaard gaand met blijdschap; verheugend,exact
voedsel,noun,"I.1 In het alg. Al wat door organismen wordt opgenomen om leven en groei, weefsels en organen in stand te houden.","1.0 al wat door organismen wordt opgenomen om leven en groei, weefsels en organen in stand te houden; al wat tot voeding dient",exact
voedsel,noun,"II.2 Datgene waarvan de geest leeft en groeit, goestelijk voedsel.","2.0 iets wat de geest, de ziel of de zinnen voedt; iets wat een oordeel, gezindheid of gevoel aanwakkert, ontwikkelt of onderhoudt",exact
zonnesteek,noun,"1 Plotseling optredende aandoening van de hersenen door oververhitting t.g.v. de (langdurige) inwerking van fellen zonneschijn op het onbedekte hoofd; veel voorkomende verschijnselen hierbij zijn hoofdpijn, duizeligheid en misselijkheid; in geneeskundige terminologie heliosis en insolatie genoemd. Ook in verb. met hebben of krijgen.",1.0 ziekteverschijnsel dat het gevolg is van een teveel aan warmte en zon op het hoofd en de nek; zonneslag,exact
wees,noun,"1 Kind, minderjarige waarvan de ouders overleden zijn.",1.0 kind van wie de beide ouders overleden zijn; kind zonder ouders,exact
zonnen,verb,"1 (Bedr.) In de zon leggen, zetten, hangen; aan de werking van het zonlicht blootstellen, inz. om te drogen, te luchten.",1.2 in de zon leggen; aan de werking van de zonnestralen blootstellen,exact
zonnen,verb,"2 (Wederk.) Zich in het zonlicht, in de warmte van de zon koesteren. Meestal in fig. verband of geheel fig. en verbonden met een bep. ingeleid door in of aan.",1.1 zich in de stralen van de zon koesteren of ophouden; zich in de zonnestralen koesteren,exact
zonnen,verb,"3 (Onz.) In de zon liggen, staan e.d.; aan de werking van de zonnestralen blootgesteld zijn.","1.0 in de zon liggen of zitten, meestal om bruin te worden of ter ontspanning",exact
bronchiën,noun,) Vertakkingen van de luchtpijp naar de longen.,1.0 vertakkingen van de luchtpijp naar de longen,exact
kunst,noun,"1 In 't Mnl. is de bet. kennis, kunde, wetenschap, zeer gewoon. In later tijd komt deze weinig of niet meer voor; wel nu en dan de, ook in 't Mnl. bekende, bet.: vak van kennis, studie of wetenschap, in 't bijzonder in toepassing op die vakken welke vrije of goede kunsten worden genoemd (verg. in denzelfden zin lat. ars). Deze bet. heeft kunst ook als lid van vele samenstellingen: zie daarover beneden bij de Samenst. en bij KUNDE, Samenst",1.0 kennis; kunde; ook: tak van wetenschap; vakgebied; vak,exact
kunst,noun,"2 Kennis dienstbaar gemaakt aan de praktijk, bekwaamheid, vaardigheid enz.; vervolgens ook: toepassing van bekwaamheid enz. Bepaaldelijk gebezigd voor bekwaamheid die door studie of oefening is verkregen, of een uitvloeisel is van bijzondere gaven; wanneer eene zaak ook op eenvoudige wijze gedaan kan worden, beteekent ”met kunst doen” dan ook: op eene wijze die van bijzondere bekwaamheid (enz.) getuigt. Niet alleen voor geestelijke maar ook wel voor lichamelijke bekwaamheid: in 't laatste geval echter wordt tevens een zekere theoretische kennis of verstandsvermogen bedoeld.",2.0 kennis die wordt ingezet in de praktijk; toepassing van kennis of bekwaamheid; handeling waarvoor bijzondere kennis of bekwaamheid vereist is; vaardigheid; bekwaamheid,exact
kunst,noun,3 De (bijzondere oefening of gaven vereischende) manier om iets te verrichten of eenig doel te bereiken. In scherts ook op eenvoudige dingen toegepast.,3.0 bijzondere (oefening of gaven vereisende) manier (en de toepassing ervan) om iets te verrichten of tot stand te brengen,exact
kunst,noun,"6 Met betrekking tot het werk van schilders, beeldhouwers, musici enz.","4.0 het creatief en origineel tot uiting of voorstelling brengen van gedachten of gevoelens, bijvoorbeeld in een schilderij, een muziekstuk, of een beeldhouwwerk, waardoor bij de toeschouwers of toehoorders een schoonheidsbeleving, of een andere emotie, bijvoorbeeld verbazing, verwarring of verwondering opgewekt wordt",exact
kunst,noun,"7 Bij uitbreiding. Collectieve naam voor voortbrengselen van de eene of andere kunst of van kunst in 't algemeen (zie de bett. 6, b en c), kunstwerken; soms zooveel als: kunstvoorwerpen.","4.1 voortbrengselen van het creatief en origineel tot uiting of voorstelling brengen van gedachten of gevoelens, bijvoorbeeld schilderijen, muziekstukken of beeldhouwwerken; kunstwerken",exact
bibliotheek,noun,1/|\Plaats waar eene verzameling boeken wordt bewaard.,openbare instelling waar men boeken en andere publicaties en informatiedragers kan raadplegen of lenen,related
bibliotheek,noun,1/|\Plaats waar eene verzameling boeken wordt bewaard.,gebouw waarin een bibliotheek gehuisvest is; bibliotheekgebouw,exact
bibliotheek,noun,2/|\Eene verzameling boeken.,collectie boeken en andere publicaties en informatiedragers waarover een bibliotheek beschikt,exact
bibliotheek,noun,2/|\Eene verzameling boeken.,"grote verzameling publiek raadpleegbare documenten die op een andere manier dan in een bibliotheek beschikbaar gesteld worden, vooral op het internet",broader
bibliotheek,noun,2/|\Eene verzameling boeken.,systematische verzameling van gelijksoortige zaken die door het publiek of door bevoegde instanties gebruikt of ontleend kunnen worden,related
bibliotheek,noun,"1.a/|\Eene kamer, eene zaal, een geheel gebouw.","ruimte, meestal een aparte kamer, waarin een persoon of een instelling zijn boekenbezit herbergt, en die vaak ook als studieruimte wordt gebruikt",exact
bibliotheek,noun,"1.b/|\Eene kast, een rek; in dien zin alleen in Zuid-Nederland (verg. V. KEIRSBILCK, Timm. 64 [1898]): fr. bibliothèque.","meubelstuk waarin iemand zijn boekenbezit bewaart, vaak een aan de voorzijde open kast met horizontale planken of een uit losse componenten samengesteld meubel; bibliotheekmeubel; boekenkast",exact
bibliotheek,noun,"2.a/|\Eigenlijk. Eene verzameling boeken (ook handschriften), hetzij toebehoorende aan een bijzonder persoon, aan eene instelling, aan den staat enz.","verzameling van boeken en andere publicaties die is aangelegd en die in het bezit is van een persoon of een instelling en die, in dat laatste geval ter beschikking staat van de betrokkenen bij die instelling",broader
bibliotheek,noun,"2.a/|\Eigenlijk. Eene verzameling boeken (ook handschriften), hetzij toebehoorende aan een bijzonder persoon, aan eene instelling, aan den staat enz.","verzameling boeken of andere informatiedragers die worden aangeboden door een uitgeverij, vaak een reeks uitgaven rond een bepaald thema, maar soms ook het gehele fonds van die uitgeverij; ook een vergelijkbaar verzameld aanbod van andere informatiedragers of digitaal materiaal, zoals bijvoorbeeld een onlinemuziekcatalogus; fondsbibliotheek",broader
biefstuk,noun,1/|\Als voorwerpsnaam.,"stuk of lap vlees gesneden uit de bovenbil, standaard van een rund soms ook van een paard; stuk van het spierstuk of de lende van een rund of ook van een paard",exact
biefstuk,noun,2/|\Als stofnaam.,"vlees gesneden uit de bovenbil, het spierstuk of de lende van een rund of paard",exact
biefstuk,noun,1/|\Als voorwerpsnaam.,"lap of stuk goed spiervlees in het algemeen; goed stuk spiervlees van andere dieren dan runderen (of paarden), zoals dat van een hert, springbok, kangoeroe, struisvogel of zelfs van een tonijn of krokodil",narrower
biefstuk,noun,2/|\Als stofnaam.,"goed spiervlees in het algemeen; goed spiervlees van andere dieren dan runderen (of paarden), zoals van een hert, springbok, kangoeroe, struisvogel of zelfs van een tonijn of krokodil",narrower
nieuws,noun,"2/|\In den zin van: hetgeen nieuw is, de hoedanigheid van nieuw, ongewoon, niet sinds lang bekend te zijn; alleen in Z.-N. (verg. hierbeneden nieuwsgezind).","iets wat nieuw is; dat wat nieuw is; nieuwe zaken, dingen of verschijnselen",exact
nieuws,noun,"1/|\Iets nieuws als bericht omtrent iets dat nog niet bekend was; en dan zoowel in collectieve opvatting als in dien van bericht omtrent één bepaalde zaak. Het verkl. nieuwsje (dat o.a. voorkomt bij SEGERS, Kolen i.d. K. 175 [1907] en Het Volksbelang v. 2 Dec. 1911, en het mv. nieuwsen (zie KNEPPELH. 4, 103 [1843]) zijn in de levende taal onbekend: men gebruikt dan nieuwtje en nieuwtjes.","bericht of berichtgeving over iets wat nog onbekend was, door een bepaalde boodschapper gebracht",broader
nieuws,noun,"1/|\Iets nieuws als bericht omtrent iets dat nog niet bekend was; en dan zoowel in collectieve opvatting als in dien van bericht omtrent één bepaalde zaak. Het verkl. nieuwsje (dat o.a. voorkomt bij SEGERS, Kolen i.d. K. 175 [1907] en Het Volksbelang v. 2 Dec. 1911, en het mv. nieuwsen (zie KNEPPELH. 4, 103 [1843]) zijn in de levende taal onbekend: men gebruikt dan nieuwtje en nieuwtjes.","bericht of berichtgeving over iets wat nog onbekend was, door de media gebracht",broader
nieuws,noun,"1/|\Iets nieuws als bericht omtrent iets dat nog niet bekend was; en dan zoowel in collectieve opvatting als in dien van bericht omtrent één bepaalde zaak. Het verkl. nieuwsje (dat o.a. voorkomt bij SEGERS, Kolen i.d. K. 175 [1907] en Het Volksbelang v. 2 Dec. 1911, en het mv. nieuwsen (zie KNEPPELH. 4, 103 [1843]) zijn in de levende taal onbekend: men gebruikt dan nieuwtje en nieuwtjes.",programma op de radio of de televisie waarin de nieuwsberichten behandeld worden,narrower
verwant,adjective,"1/|\Door familiebetrekking of afstamming verbonden (met), in betrekking staande (tot).",verbonden met iemand door een familieband; tot iemands familie behorend,exact
verwant,adjective,"1/|\Door familiebetrekking of afstamming verbonden (met), in betrekking staande (tot).",afstammend van elkaar of van dezelfde ouderdieren; door afstamming verbonden,broader
verwant,adjective,"1.b/|\Vervolgens van zaken (inz. talen, woorden e.d.) die geacht worden een gemeenschappelijke afstamming of oorsprong te hebben. Vgl. ook de bet. 2, b).",een gemeenschappelijke oorsprong hebbend; met dezelfde oorsprong,exact
verwant,adjective,2.a/|\In 't alg.,een onderlinge samenhang hebbend met iets; onderling verband houdend,exact
verwant,adjective,2.b/|\In wetensch. taal van levende wezens of zaken die op grond van gemeenschappelijke kenmerken in een systeem ondergebracht zijn.,gemeenschappelijke eigenschappen hebbend met iets anders; ijkend op iets,exact
verwant,adjective,"3/|\Van pers. (of hun gemoed, ziel e.d.) t.o.v. andere pers., soms t.o.v. zaken: zich geestelijk verbonden voelend (met iem., elkaar, iets) op grond van overeenkomst in geest, karakter, aard, gezindheid, opvattingen e.d.; affiniteit hebbend (met iem., elkaar, iets). Vaak in verb. met een voorz.-bep. ingeleid door aan.","zijn denkwereld, zijn gevoelswereld, zijn scheppingen e.d. tot op grote hoogte gemeenschappelijk hebbend met die van iemand anders; hetzelfde denkend of voelend",exact
ongemanierdheid,noun,"1)/|\De hoedanigheid van slechte manieren te hebben en, bij overdracht, eene plompe gedraging die daarvan het gevolg is.",het ongemanierd zijn; het niet hebben of blijk geven van goede manieren; geen goede manieren hebben of daarvan getuigend,exact
ongemanierdheid,noun,"1)/|\De hoedanigheid van slechte manieren te hebben en, bij overdracht, eene plompe gedraging die daarvan het gevolg is.","iets wat ongemanierd is; handeling, daad, actie, uiting, gedraging e.d. die getuigt van een gebrek aan goede manieren",broader
besnuffelen,verb,"1/|\Eigenlijk, vooral van honden.",iets of iemand onderzoeken door er snuffelend aan te ruiken; snuffelend onderzoeken,exact
besnuffelen,verb,"1/|\Eigenlijk, vooral van honden.",iets of iemand onderzoeken door er snuffelend aan te ruiken; snuffelend onderzoeken,exact
besnuffelen,verb,"2/|\Oneigenlijk: scherp onderzoeken, met het oog, of in nog ruimer opvatting.",onderzoeken,exact
huppelen,verb,"1)/|\Een frequentatief van Huppen. In het Mnl. is slechts de vorm hubbelen aangetroffen, door KIL. [1599] Vlaamsch genoemd; voor de grondwoorden en hunne onderlinge betrekking zie bij HUPPEN en verg. voorts HIPPELEN. Zich met sprongetjes —, zich onregelmatig dansend voortbewegen; dansen als uiting van vreugde.",met dansende sprongetjes bewegen; zich met dansende sprongetjes voortbewegen,exact
huppelen,verb,"1)/|\Een frequentatief van Huppen. In het Mnl. is slechts de vorm hubbelen aangetroffen, door KIL. [1599] Vlaamsch genoemd; voor de grondwoorden en hunne onderlinge betrekking zie bij HUPPEN en verg. voorts HIPPELEN. Zich met sprongetjes —, zich onregelmatig dansend voortbewegen; dansen als uiting van vreugde.",vrolijk springerig klinken,related
onderlichaam,noun,"1)/|\De onderste helft van het lichaam, het gedeelte van het lichaam onder de middel, in tegenstelling van het Bovenlichaam. Weinig in gebruik: men zegt veelal Onderlijf.",onderste helft van het lichaam,exact
onderlichaam,noun,"1)/|\De onderste helft van het lichaam, het gedeelte van het lichaam onder de middel, in tegenstelling van het Bovenlichaam. Weinig in gebruik: men zegt veelal Onderlijf.",deel van de romp ter hoogte van de heupen en het zitvlak met inbegrip van de onderbuik en de schaamstreek,broader
bier,noun,")/|\Een geestrijke drank, die gewoonlijk uit gemalen mout wordt gebrouwen (zie de nauwkeurige omschrijving Dl. III. kol. 1588); vanouds hier te lande een volksdrank.","goudgele tot donkerbruine alcoholische drank met een schuimkraagje, die gebrouwen wordt van mout, hop, gist en water",exact
bier,noun,")/|\Een geestrijke drank, die gewoonlijk uit gemalen mout wordt gebrouwen (zie de nauwkeurige omschrijving Dl. III. kol. 1588); vanouds hier te lande een volksdrank.",biersoort of biermerk,broader
bier,noun,")/|\Een geestrijke drank, die gewoonlijk uit gemalen mout wordt gebrouwen (zie de nauwkeurige omschrijving Dl. III. kol. 1588); vanouds hier te lande een volksdrank.","glas bier, flesje bier of blikje bier; biertje",broader
bovenlijf,noun,"1/|\Boven in de bet. 55, a, α) en Lijf in den zin van: lichaam. De bovenste helft van het lijf of lichaam, in tegenstelling met Onderlijf (zie ald., 1).",bovenste helft van het lichaam; bovenste helft van het lijf,exact
bovenlijf,noun,"1/|\Boven in de bet. 55, a, α) en Lijf in den zin van: lichaam. De bovenste helft van het lijf of lichaam, in tegenstelling met Onderlijf (zie ald., 1).","deel van het lijf dat bestaat uit de romp boven de heupen, en de armen; deel van het lichaam dat bestaat uit de romp boven de heupen, en de armen",broader
bovenlijf,noun,"1/|\Boven in de bet. 55, a, α) en Lijf in den zin van: lichaam. De bovenste helft van het lijf of lichaam, in tegenstelling met Onderlijf (zie ald., 1).",bovenste deel van de romp zonder de armen,broader
bovenlijf,noun,"2/|\Boven in de bet. 55, a, β) en Lijf in den zin van: keurslijf. Het vrouwenkleedingstuk dat hetzij boven, d. i. hooger dan de japon of de rok, hetzij boven, d. i. over het onderlijf, in de bet. 3) gedragen wordt (zie bij BOVEN, 6, b).",deel van een kledingstuk dat het bovenlijf bedekt,exact
ijs,noun,"1/|\De naam voor bevroren water, in toepassing op de bevroren laag die bij vorst de wateren bedekt (het ijs), op losse stukken, of als stofnaam.","water dat door afkoeling een vaste vorm heeft aangenomen, hetzij natuurlijk door vorst in koud weer of in een koud klimaat, hetzij door kunstmatig bevriezen; water in bevroren toestand",exact
ijs,noun,"1/|\De naam voor bevroren water, in toepassing op de bevroren laag die bij vorst de wateren bedekt (het ijs), op losse stukken, of als stofnaam.","losse stukken ijs, in de vorm van platen, brokken, blokken, brokstukken enz.",broader
ijs,noun,"1/|\De naam voor bevroren water, in toepassing op de bevroren laag die bij vorst de wateren bedekt (het ijs), op losse stukken, of als stofnaam.","stukjes ijs, geproduceerd in de vorm van blokjes, klontjes, gruis e.d., die men aan iets toevoegt of waarmee men iets in contact brengt om het te koelen",related
ijs,noun,"1/|\De naam voor bevroren water, in toepassing op de bevroren laag die bij vorst de wateren bedekt (het ijs), op losse stukken, of als stofnaam.",ijs dat zich vormt door bevriezing van waterdamp of neerslag en zich aan oppervlakken of voorwerpen hecht; aanslag van bevroren waterdamp of neerslag,broader
ijs,noun,"1/|\De naam voor bevroren water, in toepassing op de bevroren laag die bij vorst de wateren bedekt (het ijs), op losse stukken, of als stofnaam.","laag ijs die zich door vorst vormt op een meer, waterloop, zee enz.; bevroren oppervlak van een water",exact
ijs,noun,"1/|\De naam voor bevroren water, in toepassing op de bevroren laag die bij vorst de wateren bedekt (het ijs), op losse stukken, of als stofnaam.","ijslaag die het oppervlak vormt van een piste of speelveld waarop wedstrijden plaatsvinden van ijssporten, zoals schaatsen, ijshockey, curling e.d.; ijsvloer van een schaatspiste of wedstrijdveld",broader
ijs,noun,"2/|\Benaming voor bevroren room, vruchtensap enz. als lekkernij.","lekkernij die bestaat uit een bevroren, halfzachte substantie, bereid uit zuivel, suiker en smaakgevende ingrediënten als vanille, nootjes en fruit, of uit vloeistoffen op basis van vruchten of limonades",exact
ijs,noun,"2/|\Benaming voor bevroren room, vruchtensap enz. als lekkernij.",portie consumptie-ijs,broader
leeftijd,noun,1/|\De tijd dien iemand leeft van zijne geboorte tot zijn dood.,"hoeveelheid tijd gedurende welke een mens, dier of levend organisme pleegt te leven; de gebruikelijke of verwachte levensduur van een levend wezen of organisme; totale levensduur",exact
leeftijd,noun,"2/|\Dat gedeelte van iemands leven dat, op het oogenblik waarvan men spreekt, achter hem ligt. Vandaar krijgt leeftijd voor het taalgevoel dikwijls de bet. van een zeker punt in het leven dat men heeft bereikt.","hoeveelheid tijd die op zeker moment is verstreken in het leven van een mens, dier of organisme sinds zijn geboorte of ontstaan; hoeveelheid tijd die een levend wezen of organisme op zeker tijdstip in zijn bestaan heeft geleefd; levensduur op zeker tijdstip",exact
leeftijd,noun,"3/|\Een zeker gedeelte, eene periode van iemands leven.",bepaald deel van het leven dat men als een eenheid beschouwt om zijn specifieke karakter of kenmerken; zekere periode van iemands leven,exact
shelter,noun,2/|\Eenvoudige kampeertent.,"kleine, eenvoudige kampeertent, vaak gebruikt door mensen die te voet of per fiets een trektocht ondernemen; trekkerstent",exact
shelter,noun,1/|\Schuilplaats.,"schuilplaats voor de nacht of tegen weerselementen, gemaakt van uiteenlopende materialen zoals tentzeil, hout enz. en meestal niet aan alle zijden dicht zoals een tent",broader
shelter,noun,1/|\Schuilplaats.,versterkte schuilplaats die bescherming biedt tegen vijandelijke aanvallen; militaire schuilplaats,broader
absoluut,adjective,"A/|\Bnw. Niet betrekkelijk; van geen samenhang afhankelijk; aan geen beperking of voorbehoud, dikwijls ook: aan geen onzuiverheid onderhevig.",niet betrekkelijk; van geen samenhang afhankelijk,exact
absoluut,adjective,"B.1/|\In den volsten zin, volkomen.",het genoemde ten volle of onvoorwaardelijk zijnd; volkomen; volstrekt; helemaal,exact
absoluut,adjective,"B.3/|\In elk geval, onvoorwaardelijk, volstrekt.",in elk geval; beslist; per se; stellig,exact
absoluut,adjective,B.2/|\Zonder eenige beperking.,"met geen anderen gedeeld, aan geen beperking onderworpen; onbeperkt",exact
oester,noun,"1/|\Eigenlijk. Veelsoortig weekdier, tot de orde der schelpdieren behoorende, besloten in twee ongelijke halfrondachtige schalen, uit over elkander liggende schilfers bestaande; Ostrea.","in zee levend weekdier uit de orde van schelpdieren met een tweekleppige, grillig gevormde schelp; ook: gewone oester; platte oester",exact
oester,noun,"1/|\Eigenlijk. Veelsoortig weekdier, tot de orde der schelpdieren behoorende, besloten in twee ongelijke halfrondachtige schalen, uit over elkander liggende schilfers bestaande; Ostrea.",schelpdier dat als luxe gerechtje meestal rauw met een beetje zout en een drupje citroensap uit zijn schelp opgeslurpt wordt; oester als voedsel,broader
oester,noun,"1/|\Eigenlijk. Veelsoortig weekdier, tot de orde der schelpdieren behoorende, besloten in twee ongelijke halfrondachtige schalen, uit over elkander liggende schilfers bestaande; Ostrea.",object in de vorm van een oester; afbeelding van een oester,broader
oester,noun,"1/|\Eigenlijk. Veelsoortig weekdier, tot de orde der schelpdieren behoorende, besloten in twee ongelijke halfrondachtige schalen, uit over elkander liggende schilfers bestaande; Ostrea.",klein rond stukje vlees van zeer goede kwaliteit dat van een kalf of van een varken komt; varkensoester of kalfsoester,related
acuut,adjective,"1/|\(Geneesk.) Van ziekten. In van den aanvang af scherpen vorm en met snel verloop optredend, het tegengestelde van chronisch; eertijds heet genoemd.","plotseling optredend, vaak met hevige verschijnselen, maar van tijdelijke aard; niet chronisch",exact
acuut,adjective,"1/|\(Geneesk.) Van ziekten. In van den aanvang af scherpen vorm en met snel verloop optredend, het tegengestelde van chronisch; eertijds heet genoemd.",onmiddellijk medisch ingrijpen vereisend; dringend; spoed vereisend; spoedeisend,broader
acuut,adjective,"1/|\(Geneesk.) Van ziekten. In van den aanvang af scherpen vorm en met snel verloop optredend, het tegengestelde van chronisch; eertijds heet genoemd.",voor spoedeisende aandoeningen; voor patiënten met een spoedeisende aandoening; spoedeisend,broader
acuut,adjective,"2/|\In het algemeen. Op een bepaald oogenblik in scherpen vorm optredend, toegespitst.",plotseling in verscherpte vorm optredend en onmiddellijk ingrijpen vereisend; dringend,exact
acuut,adjective,"2/|\In het algemeen. Op een bepaald oogenblik in scherpen vorm optredend, toegespitst.",plotseling,narrower
winnaar,noun,").b/|\Hij die in een spel, (sport)wedstrijd, verkiezingsstrijd e.d. de overwinning behaalt; daarnaast ook: hij die iets (geld, een prijs e.d.) als belooning voor in een wedstrijd of spel geleverde prestatie dan wel in een loterij, kansspel e.d. verwerft, verkrijgt, toegewezen krijgt.","iemand die iets wint of heeft gewonnen, met name een wedstrijd of een spel; iemand die wint; ook: iemand die een prijs wint",exact
winnaar,noun,")/|\Hij die de zege, de overwinning behaalt; overwinnaar; daarnaast ook: hij die iets of iem. (in of door den strijd e.d.) verovert of in zijn bezit krijgt. Ook wel ter aand. van een groep van personen.",iemand die een kansspel of een (geld)prijs wint,broader
winnaar,noun,")/|\Hij die de zege, de overwinning behaalt; overwinnaar; daarnaast ook: hij die iets of iem. (in of door den strijd e.d.) verovert of in zijn bezit krijgt. Ook wel ter aand. van een groep van personen.",iemand die de verkiezingen wint; verkiezingswinnaar,broader
winnaar,noun,")/|\Hij die de zege, de overwinning behaalt; overwinnaar; daarnaast ook: hij die iets of iem. (in of door den strijd e.d.) verovert of in zijn bezit krijgt. Ook wel ter aand. van een groep van personen.",de vertegenwoordigers van een land die (iets) winnen; land dat (iets) wint,broader
winnaar,noun,")/|\Hij die de zege, de overwinning behaalt; overwinnaar; daarnaast ook: hij die iets of iem. (in of door den strijd e.d.) verovert of in zijn bezit krijgt. Ook wel ter aand. van een groep van personen.",iemand die iets overwint; iemand die iets heeft overwonnen; iemand die een overwinning behaalt of heeft behaald; overwinnaar,exact
winnaar,noun,")/|\Hij die de zege, de overwinning behaalt; overwinnaar; daarnaast ook: hij die iets of iem. (in of door den strijd e.d.) verovert of in zijn bezit krijgt. Ook wel ter aand. van een groep van personen.",dier dat iets wint; dier dat wint,broader
medewerker,noun,"1)/|\Hij die met anderen aan iets werkt, hetzij al of niet met het denkbeeld van ondergeschiktheid.",iemand die werkt in een bedrijf of een organisatie; werknemer,exact
medewerker,noun,"1)/|\Hij die met anderen aan iets werkt, hetzij al of niet met het denkbeeld van ondergeschiktheid.","iemand die als journalist, correspondent of reporter meewerkt aan de nieuwsvoorziening door kranten e.d.",broader
medewerker,noun,"1)/|\Hij die met anderen aan iets werkt, hetzij al of niet met het denkbeeld van ondergeschiktheid.",man die in een bedrijf of organisatie werkt; mannelijke medewerker,broader
medewerker,noun,"1)/|\Hij die met anderen aan iets werkt, hetzij al of niet met het denkbeeld van ondergeschiktheid.","iemand die samen met anderen werkt om een doel te bereiken, iets te organiseren of tot stand te brengen",broader
voltijds,adjective,")/|\Van banen, betrekkingen: den volledigen werktijd beslaand; waarbij de werknemer de volledige dagtaak vervult.",die in dienst of opleiding is gedurende zoveel uren per dag of week als men bij volledige inzetbaarheid moet presteren; die de volledige werktijd of studietijd per dag of week presteert; die in voltijd werkt of studeert,related
voltijds,adjective,")/|\Van banen, betrekkingen: den volledigen werktijd beslaand; waarbij de werknemer de volledige dagtaak vervult.",waarvan de overeengekomen arbeidstijd of opleidingstijd zoveel bedraagt als men bij volledige inzetbaarheid per dag of week moet presteren; die of dat de volledige werktijd of opleidingstijd per dag of week beslaat,exact
pronostiek,noun,")/|\De kunst, de wetenschap van het voorspellen, het stellen van prognoses; ook: voorspelling, prognose. Een enkele maal in specifiekere toep. in de geneesk. (zie de 1ste aanh.) en in Vl.-België ter aand. van voorspellingen m. betr. t. de uitslagen van voetbalwedstrijden (zie de voorlaatste aanh.).","de kunst, de wetenschap van het voorspellen, het stellen van prognoses; ook: voorspelling, prognose",exact
pronostiek,noun,")/|\De kunst, de wetenschap van het voorspellen, het stellen van prognoses; ook: voorspelling, prognose. Een enkele maal in specifiekere toep. in de geneesk. (zie de 1ste aanh.) en in Vl.-België ter aand. van voorspellingen m. betr. t. de uitslagen van voetbalwedstrijden (zie de voorlaatste aanh.).","het voorspellen, het stellen van prognoses met betrekking tot de uitslagen van sportwedstrijden",broader
pronostiek,noun,")/|\De kunst, de wetenschap van het voorspellen, het stellen van prognoses; ook: voorspelling, prognose. Een enkele maal in specifiekere toep. in de geneesk. (zie de 1ste aanh.) en in Vl.-België ter aand. van voorspellingen m. betr. t. de uitslagen van voetbalwedstrijden (zie de voorlaatste aanh.).","kansspel waarbij iemand met een bepaalde inzet kan deelnemen aan de voorspelling van de uitslagen van voetbalwedstrijden; voetbalpronostiek; voetbaltoto; toto, ook: formulier waarmee men het kansspel speelt; totoformulier",broader
pronostiek,noun,")/|\De kunst, de wetenschap van het voorspellen, het stellen van prognoses; ook: voorspelling, prognose. Een enkele maal in specifiekere toep. in de geneesk. (zie de 1ste aanh.) en in Vl.-België ter aand. van voorspellingen m. betr. t. de uitslagen van voetbalwedstrijden (zie de voorlaatste aanh.).","uitslag, uitkomst, resultaten van de voetbalpronostiek",broader
